18, 21, 12, 3, 16, 
13, 10, 19, 6, 23, 
20, 25, 8, 15, 4, 
9, 14, 5, 24, 7, 

11, 2, 17, 22, 0, 
18, 25, 12, 3, 16, 
13, 10, 23, 6, 21, 
24, 19, 8, 15, 4, 
9, 14, 5, 20, 7, 

11, 2, 17, 22, 0, 
18, 23, 12, 3, 16, 
13, 10, 25, 6, 21, 
24, 19, 8, 15, 4, 
9, 14, 5, 20, 7, 

11, 2, 17, 24, 0, 
18, 23, 12, 3, 16, 
13, 10, 21, 6, 25, 
22, 19, 8, 15, 4, 
9, 14, 5, 20, 7, 

23, 2, 19, 14, 25, 
18, 13, 24, 3, 20, 
9, 22, 11, 6, 15, 
12, 17, 8, 21, 4, 
0, 10, 5, 16, 7, 
